vendor,receiver_no,sku,quantity_ordered,unit_cost
813,3901,198838400281,2.00,1500.0000
813,3901,198838400304,1.00,1500.0000
813,3901,198838400328,2.00,1500.0000
813,3902,198838400281,2.00,1500.0000
813,3902,198838400304,1.00,1500.0000
813,3902,198838400328,2.00,1500.0000
813,3903,198838400281,2.00,1500.0000
813,3903,198838400304,1.00,1500.0000
813,3903,198838400328,2.00,1500.0000
