move_doc_number,sku,from_slot_code,quantity_to_pick,store_code,so_no,date_created,sequence_no,group_name,quantity_moved
343,4807770100703,PCK00001,3.00,40,10622,140623,4,GROUP-B,3.00
343,4807770120107,PCK00001,5.00,40,10622,140623,5,GROUP-B,5.00
344,4807770120787,PCK00001,4.00,50,10623,140623,1,GROUP-B,0
344,4807770101748,PCK00001,5.00,50,10623,140623,2,GROUP-B,5.00
344,4807770121593,PCK00001,6.00,50,10623,140623,3,GROUP-B,0
344,4807770101861,PCK00001,1.00,50,10623,140623,4,GROUP-B,0
344,4807770100703,PCK00001,2.00,50,10623,140623,5,GROUP-B,2.00
338,4807770101861,PCK00001,3.00,26,10618,140623,7,GROUP-A,3.00
343,750515031029,PCK00001,2.00,40,10621,140623,6,GROUP-B,2.00
343,750515031043,PCK00001,2.00,40,10621,140623,7,GROUP-B,2.00
348,750515031029,PCK00001,4.00,20,10624,140623,1,GROUP-A,4.00
348,750515031043,PCK00001,5.00,20,10624,140623,2,GROUP-A,5.00
348,4807770120435,PCK00001,4.00,20,10624,140623,3,GROUP-A,0
350,4807770101748,PCK00001,4.00,30,10625,140623,1,GROUP-A,4.00
350,4807770121593,PCK00001,4.00,30,10625,140623,2,GROUP-A,4.00
350,4807770101861,PCK00001,4.00,30,10625,140623,3,GROUP-A,0
352,4800016652035,PCK00001,10.00,20,10626,140623,1,GROUP-A,10.00
352,4800016653094,PCK00001,7.00,20,10626,140623,2,GROUP-A,7.00
352,4800016603020,PCK00001,6.00,20,10626,140623,3,GROUP-A,6.00
352,4800016603037,PCK00001,9.00,20,10626,140623,4,GROUP-A,9.00
352,4800016652455,PCK00001,8.00,20,10626,140623,5,GROUP-A,8.00
355,4800016643095,PCK00001,4.00,20,10628,140624,1,GROUP-A,4.00
355,4800016601590,PCK00001,1.00,20,10628,140624,2,GROUP-A,0
355,4800016652462,PCK00001,5.00,20,10628,140624,3,GROUP-A,5.00
355,4800016612046,PCK00001,6.00,20,10628,140624,4,GROUP-A,6.00
355,4800016110672,PCK00001,4.00,20,10629,140624,5,GROUP-A,4.00
355,4800016622571,PCK00001,4.00,20,10629,140624,6,GROUP-A,4.00
356,4800016643095,PCK00001,4.00,30,10631,140624,1,GROUP-A,4.00
356,4800016601590,PCK00001,6.00,30,10631,140624,2,GROUP-A,6.00
356,4800016612046,PCK00001,3.00,30,10630,140624,3,GROUP-A,3.00
356,4800016663505,PCK00001,5.00,30,10630,140624,4,GROUP-A,5.00
356,4800016110672,PCK00001,3.00,30,10630,140624,5,GROUP-A,3.00
356,4800016622571,PCK00001,5.00,30,10632,140624,6,GROUP-A,5.00
356,4800016622588,PCK00001,7.00,30,10632,140624,7,GROUP-A,7.00
357,4800016601590,PCK00001,6.00,26,10634,140624,1,GROUP-A,6.00
357,4800016652462,PCK00001,8.00,26,10634,140624,2,GROUP-A,8.00
357,4800016110672,PCK00001,6.00,26,10633,140624,3,GROUP-A,6.00
357,4800016622571,PCK00001,5.00,26,10633,140624,4,GROUP-A,5.00
357,4800016622588,PCK00001,4.00,26,10633,140624,5,GROUP-A,0
361,4800016643095,PCK00001,6.00,18,10636,140624,1,GROUP-B,6.00
361,4800016601590,PCK00001,5.00,18,10636,140624,2,GROUP-B,0
361,4800016612046,PCK00001,5.00,18,10635,140624,3,GROUP-B,5.00
361,4800016663505,PCK00001,7.00,18,10635,140624,4,GROUP-B,7.00
361,4800016110672,PCK00001,5.00,18,10635,140624,5,GROUP-B,5.00
361,4800016622571,PCK00001,5.00,18,10635,140624,6,GROUP-B,0
362,4800016643095,PCK00001,5.00,40,10637,140624,1,GROUP-B,5.00
362,4800016601590,PCK00001,4.00,40,10637,140624,2,GROUP-B,4.00
362,4800016652462,PCK00001,4.00,40,10637,140624,3,GROUP-B,4.00
362,4800016612046,PCK00001,5.00,40,10637,140624,4,GROUP-B,5.00
363,4800016110672,PCK00001,1.00,50,10638,140624,1,GROUP-B,0
363,4800016622571,PCK00001,1.00,50,10638,140624,2,GROUP-B,0
363,4800016622588,PCK00001,5.00,50,10638,140624,3,GROUP-B,5.00
355,4800016601590,PCK00001,5.00,20,10628,140624,7,GROUP-A,5.00
363,4800016110672,PCK00001,4.00,50,10638,140624,4,GROUP-B,4.00
363,4800016622571,PCK00001,3.00,50,10638,140624,5,GROUP-B,3.00
368,4800016643095,PCK00001,1.00,20,10639,140624,1,,0
368,4800016601590,PCK00001,4.00,20,10639,140624,2,,0
368,4800016652462,PCK00001,5.00,20,10639,140624,3,,5.00
368,4800016612046,PCK00001,5.00,20,10639,140624,4,,0
368,4800016643095,PCK00001,4.00,20,10639,140624,5,,4.00
370,4800016663505,PCK00001,5.00,30,10640,140624,1,,5.00
370,4800016110672,PCK00001,4.00,30,10640,140624,2,,0
370,4800016622571,PCK00001,5.00,30,10640,140624,3,,5.00
370,4800016622588,PCK00001,4.00,30,10640,140624,4,,0
372,4800016663505,PCK00001,1.00,40,10641,140624,1,,0
372,4800016110672,PCK00001,3.00,40,10641,140624,2,,3.00
372,4800016622571,PCK00001,3.00,40,10642,140624,3,,0
372,4800016622588,PCK00001,3.00,40,10642,140624,4,,3.00
372,4800016663505,PCK00001,2.00,40,10641,140624,5,,2.00
374,4800016663505,PCK00001,5.00,20,10647,140702,1,,5.00
374,4800016110672,PCK00001,1.00,20,10647,140702,2,,0
374,4800016622571,PCK00001,2.00,20,10647,140702,3,,0
374,4800016622588,PCK00001,5.00,20,10647,140702,4,,5.00
374,4800016110672,PCK00001,3.00,20,10647,140702,5,,3.00
374,4800016622571,PCK00001,2.00,20,10647,140702,6,,2.00
376,4800016663505,PCK00001,1.00,20,10648,140702,1,,0
376,4800016110672,PCK00001,1.00,20,10648,140702,2,,0
376,4800016622571,PCK00001,4.00,20,10648,140702,3,,4.00
376,4800016622588,PCK00001,5.00,20,10648,140702,4,,5.00
376,4800016663505,PCK00001,4.00,20,10648,140702,5,,4.00
376,4800016110672,PCK00001,3.00,20,10648,140702,6,,3.00
378,4800016663505,PCK00001,1.00,20,10649,140702,1,,0
378,4800016110672,PCK00001,1.00,20,10649,140702,2,,0
378,4800016622571,PCK00001,5.00,20,10649,140702,3,,5.00
378,4800016622588,PCK00001,4.00,20,10649,140702,4,,4.00
378,4800016663505,PCK00001,3.00,20,10649,140702,5,,3.00
378,4800016110672,PCK00001,4.00,20,10649,140702,6,,4.00
380,4800016663505,PCK00001,1.00,20,10650,140702,1,,0
380,4800016110672,PCK00001,1.00,20,10650,140702,2,,0
380,4800016622571,PCK00001,4.00,20,10650,140702,3,,4.00
380,4800016622588,PCK00001,4.00,20,10650,140702,4,,4.00
380,4800016663505,PCK00001,3.00,20,10650,140702,5,,3.00
380,4800016110672,PCK00001,3.00,20,10650,140702,6,,3.00
382,4800016663505,PCK00001,4.00,20,10651,140702,1,,4.00
382,4800016110672,PCK00001,4.00,20,10651,140702,2,,4.00
382,4800016622571,PCK00001,4.00,20,10651,140702,3,,4.00
382,4800016622588,PCK00001,4.00,20,10651,140702,4,,4.00
384,4800016663505,PCK00001,4.00,20,10652,140702,1,,4.00
384,4800016110672,PCK00001,4.00,20,10652,140702,2,,4.00
384,4800016622571,PCK00001,4.00,20,10652,140702,3,,4.00
384,4800016622588,PCK00001,4.00,20,10652,140702,4,,4.00
386,4800016663505,PCK00001,4.00,20,10653,140702,1,,4.00
386,4800016110672,PCK00001,4.00,20,10653,140702,2,,4.00
386,4800016622571,PCK00001,4.00,20,10653,140702,3,,4.00
386,4800016622588,PCK00001,4.00,20,10653,140702,4,,4.00
388,4800016663505,PCK00001,4.00,20,10654,140702,1,,4.00
388,4800016110672,PCK00001,4.00,20,10654,140702,2,,4.00
388,4800016622571,PCK00001,4.00,20,10654,140702,3,,4.00
388,4800016622588,PCK00001,4.00,20,10654,140702,4,,4.00
390,4800016663505,PCK00001,4.00,20,10655,140702,1,,4.00
390,4800016110672,PCK00001,4.00,20,10655,140702,2,,4.00
390,4800016622571,PCK00001,4.00,20,10655,140702,3,,4.00
390,4800016622588,PCK00001,4.00,20,10655,140702,4,,4.00
392,4800016663505,PCK00001,5.00,20,10658,140703,1,,5.00
392,4800016110672,PCK00001,5.00,20,10658,140703,2,,5.00
392,4800016622571,PCK00001,2.00,20,10658,140703,3,,0
392,4800016622588,PCK00001,5.00,20,10658,140703,4,,0
394,4800016663505,PCK00001,1.00,20,10659,140703,1,,0
394,4800016110672,PCK00001,5.00,20,10659,140703,2,,5.00
394,4800016622571,PCK00001,5.00,20,10659,140703,3,,5.00
394,4800016622588,PCK00001,1.00,20,10659,140703,4,,0
394,4800016663505,PCK00001,4.00,20,10659,140703,5,,4.00
396,4800016663505,PCK00001,1.00,20,10660,140703,1,,0
396,4800016110672,PCK00001,3.00,20,10660,140703,2,,3.00
396,4800016622571,PCK00001,3.00,20,10660,140703,3,,3.00
396,4800016622588,PCK00001,1.00,20,10660,140703,4,,0
396,4800016663505,PCK00001,2.00,20,10660,140703,5,,2.00
398,4800016663505,PCK00001,1.00,20,10661,140703,1,,0
398,4800016110672,PCK00001,3.00,20,10661,140703,2,,3.00
398,4800016622571,PCK00001,3.00,20,10661,140703,3,,3.00
398,4800016622588,PCK00001,1.00,20,10661,140703,4,,0
398,4800016663505,PCK00001,2.00,20,10661,140703,5,,2.00
400,4800016110672,PCK00001,3.00,20,10662,140703,1,,3.00
400,4800016622588,PCK00001,3.00,20,10662,140703,2,,3.00
402,4800016110672,PCK00001,3.00,20,10663,140703,1,,0
402,4800016622588,PCK00001,3.00,20,10663,140703,2,,0
404,4800016110672,PCK00001,3.00,20,10664,140703,1,,0
404,4800016622571,PCK00001,3.00,20,10664,140703,2,,0
404,4800016622588,PCK00001,3.00,20,10664,140703,3,,0
406,4800016110672,PCK00001,3.00,20,10665,140703,1,,0
406,4800016622571,PCK00001,3.00,20,10665,140703,2,,0
406,4800016622588,PCK00001,3.00,20,10665,140703,3,,0
408,4800016663505,PCK00001,1.00,20,10667,140703,1,,0
408,4800016110672,PCK00001,3.00,20,10667,140703,2,,3.00
408,4800016622571,PCK00001,3.00,20,10667,140703,3,,3.00
408,4800016622588,PCK00001,1.00,20,10667,140703,4,,0
408,4800016663505,PCK00001,2.00,20,10667,140703,5,,2.00
408,4800016622588,PCK00001,2.00,20,10667,140703,6,,2.00
410,4800016663505,PCK00001,2.00,20,10668,140703,1,,0
410,4800016110672,PCK00001,3.00,20,10668,140703,2,,3.00
410,4800016622571,PCK00001,1.00,20,10668,140703,3,,0
410,4800016622588,PCK00001,3.00,20,10668,140703,4,,3.00
412,4800016663505,PCK00001,3.00,30,10669,140703,1,,3.00
412,4800016110672,PCK00001,3.00,30,10669,140703,2,,3.00
412,4800016622571,PCK00001,3.00,30,10669,140703,3,,3.00
412,4800016622588,PCK00001,1.00,30,10669,140703,4,,0
414,4800016663505,PCK00001,1.00,40,10670,140703,1,,0
414,4800016110672,PCK00001,3.00,40,10670,140703,2,,3.00
414,4800016622571,PCK00001,1.00,40,10670,140703,3,,0
414,4800016622588,PCK00001,3.00,40,10670,140703,4,,3.00
410,4800016663505,PCK00001,1.00,20,10668,140703,5,,1.00
410,4800016622571,PCK00001,2.00,20,10668,140703,6,,2.00
412,4800016622588,PCK00001,2.00,30,10669,140703,5,,2.00
414,4800016663505,PCK00001,2.00,40,10670,140703,5,,2.00
414,4800016622571,PCK00001,2.00,40,10670,140703,6,,2.00
416,4800016663505,PCK00001,3.00,20,10672,140704,1,,3.00
416,4800016110672,PCK00001,3.00,20,10672,140704,2,,3.00
416,4800016622571,PCK00001,1.00,20,10672,140704,3,,0
416,4800016622588,PCK00001,1.00,20,10672,140704,4,,0
416,4800016622571,PCK00001,2.00,20,10672,140704,5,,2.00
416,4800016622588,PCK00001,2.00,20,10672,140704,6,,2.00
418,4800216110144,PCK00001,4.00,20,10673,140704,1,,4.00
418,4800216130043,PCK00001,1.00,20,10673,140704,2,,0
418,4800216121058,PCK00001,1.00,20,10673,140704,3,,0
418,4800216122437,PCK00001,2.00,20,10673,140704,4,,0
418,4800216121720,PCK00001,4.00,20,10673,140704,5,,4.00
420,4800216122437,PCK00001,5.00,30,10674,140704,1,,5.00
420,4800216124929,PCK00001,1.00,30,10674,140704,2,,0
420,4800216124943,PCK00001,1.00,30,10674,140704,3,,0
420,4800216124967,PCK00001,2.00,30,10674,140704,4,,0
420,4800216121720,PCK00001,1.00,30,10674,140704,5,,0
422,4800216124929,PCK00001,3.00,40,10675,140704,1,,3.00
422,4800216124943,PCK00001,5.00,40,10675,140704,2,,5.00
422,4800216124967,PCK00001,2.00,40,10675,140704,3,,0
422,4800216125179,PCK00001,4.00,40,10675,140704,4,,4.00
422,4800216125193,PCK00001,2.00,40,10675,140704,5,,0
418,4800216130043,PCK00001,4.00,20,10673,140704,6,,4.00
418,4800216121058,PCK00001,4.00,20,10673,140704,7,,4.00
418,4800216122437,PCK00001,4.00,20,10673,140704,8,,4.00
420,4800216124929,PCK00001,8.00,30,10674,140704,6,,8.00
420,4800216124943,PCK00001,4.00,30,10674,140704,7,,4.00
420,4800216124967,PCK00001,3.00,30,10674,140704,8,,3.00
420,4800216121720,PCK00001,3.00,30,10674,140704,9,,3.00
422,4800216124967,PCK00001,4.00,40,10675,140704,6,,4.00
422,4800216125193,PCK00001,5.00,40,10675,140704,7,,5.00
424,4807770100468,PCK00001,3.00,20,10679,140708,1,GROUP-A,3.00
424,4807770100406,PCK00001,2.00,20,10679,140708,2,GROUP-A,2.00
424,4807770121487,PCK00001,1.00,20,10679,140708,3,GROUP-A,0
424,750515017818,PCK00001,3.00,20,10679,140708,4,GROUP-A,3.00
425,4807770100468,PCK00001,1.00,30,10680,140708,1,GROUP-A,0
425,4807770100406,PCK00001,8.00,30,10680,140708,2,GROUP-A,8.00
425,4807770121487,PCK00001,3.00,30,10680,140708,3,GROUP-A,3.00
425,750515017818,PCK00001,1.00,30,10680,140708,4,GROUP-A,0
424,4807770121487,PCK00001,2.00,20,10679,140708,5,GROUP-A,2.00
425,4807770100468,PCK00001,4.00,30,10680,140708,5,GROUP-A,4.00
425,750515017818,PCK00001,1.00,30,10680,140708,6,GROUP-A,1.00
428,4807770101694,PCK00001,3.00,20,10682,140708,1,GROUP-A,0
428,4807770121548,PCK00001,5.00,20,10683,140708,2,GROUP-A,0
428,750515017825,PCK00001,3.00,20,10681,140708,3,GROUP-A,0
428,750515017627,PCK00001,2.00,20,10681,140708,4,GROUP-A,0
428,4807770121555,PCK00001,6.00,20,10683,140708,5,GROUP-A,0
429,750515030039,PCK00001,3.00,30,10684,140708,1,GROUP-A,0
429,4807770101694,PCK00001,4.00,30,10684,140708,2,GROUP-A,0
429,4807770121548,PCK00001,5.00,30,10685,140708,3,GROUP-A,0
429,750515017627,PCK00001,4.00,30,10684,140708,4,GROUP-A,0
429,4807770121555,PCK00001,7.00,30,10685,140708,5,GROUP-A,0
430,750515030039,PCK00001,2.00,26,10686,140708,1,GROUP-A,0
430,4807770121548,PCK00001,7.00,26,10687,140708,2,GROUP-A,0
430,750515017825,PCK00001,5.00,26,10686,140708,3,GROUP-A,0
430,750515017627,PCK00001,4.00,26,10686,140708,4,GROUP-A,0
430,4807770121555,PCK00001,4.00,26,10687,140708,5,GROUP-A,0
434,4807770101694,PCK00001,4.00,18,10689,140708,1,GROUP-B,0
434,4807770121548,PCK00001,6.00,18,10689,140708,2,GROUP-B,0
434,750515017825,PCK00001,7.00,18,10688,140708,3,GROUP-B,0
434,750515017627,PCK00001,6.00,18,10688,140708,4,GROUP-B,0
434,4807770121555,PCK00001,7.00,18,10689,140708,5,GROUP-B,0
435,750515030039,PCK00001,5.00,40,10690,140708,1,GROUP-B,0
435,4807770101694,PCK00001,5.00,40,10690,140708,2,GROUP-B,0
435,4807770121548,PCK00001,4.00,40,10690,140708,3,GROUP-B,0
435,4807770121555,PCK00001,5.00,40,10690,140708,4,GROUP-B,0
436,750515030039,PCK00001,7.00,50,10691,140708,1,GROUP-B,0
436,4807770101694,PCK00001,4.00,50,10691,140708,2,GROUP-B,0
436,4807770121548,PCK00001,4.00,50,10691,140708,3,GROUP-B,0
436,750515017825,PCK00001,5.00,50,10691,140708,4,GROUP-B,0
436,750515017627,PCK00001,4.00,50,10691,140708,5,GROUP-B,0
436,4807770121555,PCK00001,8.00,50,10691,140708,6,GROUP-B,0
441,750515030039,PCK00001,1.00,20,10692,140709,1,GROUP-A,0
441,4807770121548,PCK00001,2.00,20,10693,140709,2,GROUP-A,2.00
441,750515017825,PCK00001,2.00,20,10692,140709,3,GROUP-A,2.00
441,750515017627,PCK00001,4.00,20,10692,140709,4,GROUP-A,4.00
441,4807770121555,PCK00001,1.00,20,10693,140709,5,GROUP-A,0
442,750515030039,PCK00001,2.00,30,10694,140709,1,GROUP-A,2.00
442,750515017627,PCK00001,3.00,30,10694,140709,2,GROUP-A,3.00
442,4807770121555,PCK00001,1.00,30,10694,140709,3,GROUP-A,0
443,4807770101694,PCK00001,5.00,26,10695,140709,1,GROUP-A,5.00
443,4807770121548,PCK00001,3.00,26,10695,140709,2,GROUP-A,3.00
443,4807770121555,PCK00001,1.00,26,10695,140709,3,GROUP-A,0
447,750515030039,PCK00001,4.00,18,10696,140709,1,GROUP-B,4.00
447,4807770101694,PCK00001,1.00,18,10696,140709,2,GROUP-B,1.00
447,4807770121555,PCK00001,5.00,18,10696,140709,3,GROUP-B,5.00
448,4807770101694,PCK00001,3.00,40,10697,140709,1,GROUP-B,3.00
448,4807770121548,PCK00001,4.00,40,10697,140709,2,GROUP-B,4.00
448,4807770121555,PCK00001,8.00,40,10697,140709,3,GROUP-B,8.00
449,750515030039,PCK00001,3.00,50,10698,140709,1,GROUP-B,3.00
449,4807770101694,PCK00001,8.00,50,10698,140709,2,GROUP-B,8.00
449,750515017825,PCK00001,5.00,50,10698,140709,3,GROUP-B,5.00
449,750515017627,PCK00001,4.00,50,10698,140709,4,GROUP-B,4.00
441,750515030039,PCK00001,4.00,20,10692,140709,6,GROUP-A,4.00
441,4807770121555,PCK00001,4.00,20,10693,140709,7,GROUP-A,4.00
442,4807770121555,PCK00001,3.00,30,10694,140709,4,GROUP-A,3.00
443,4807770121555,PCK00001,6.00,26,10695,140709,4,GROUP-A,6.00
454,4807770101694,PCK00001,3.00,30,10702,140711,1,,3.00
454,4807770121548,PCK00001,10.00,30,10702,140711,2,,10.00
454,4807770121555,PCK00001,15.00,30,10702,140711,3,,15.00
460,4807770100703,PCK00001,5.00,20,10703,140711,1,,5.00
460,4807770120107,PCK00001,5.00,20,10703,140711,2,,5.00
460,4807770121548,PCK00001,6.00,20,10703,140711,3,,6.00
462,4807770120213,PCK00001,7.00,30,10705,140711,1,,7.00
462,4807770120251,PCK00001,8.00,30,10705,140711,2,,0
462,4807770121555,PCK00001,6.00,30,10705,140711,3,,0
464,4807770120244,PCK00001,5.00,40,10706,140711,1,,5.00
464,4807770120206,PCK00001,4.00,40,10706,140711,2,,4.00
467,4800575883000,PCK00001,3.00,20,10707,140714,1,,3.00
469,4800575883505,PCK00001,3.00,30,10708,140714,1,,3.00
469,4800575890572,PCK00001,1.00,30,10708,140714,2,,0
469,4800575410251,PCK00001,4.00,30,10708,140714,3,,4.00
471,4800575493230,PCK00001,3.00,40,10709,140714,1,,3.00
471,4800575420182,PCK00001,4.00,40,10709,140714,2,,4.00
471,4800575421189,PCK00001,3.00,40,10709,140714,3,,3.00
469,4800575890572,PCK00001,1.00,30,10708,140714,4,,1.00
473,4807770100468,PCK00001,6.00,20,10711,140718,1,,6.00
473,4807770100406,PCK00001,10.00,20,10711,140718,2,,10.00
473,4807770121487,PCK00001,5.00,20,10711,140718,3,,5.00
475,4807770100468,PCK00001,7.00,30,10712,140718,1,,7.00
475,4807770100406,PCK00001,9.00,30,10712,140718,2,,9.00
477,4807770121487,PCK00001,9.00,40,10713,140718,1,,0
477,750515017818,PCK00001,10.00,40,10713,140718,2,,0
479,4807770100468,PCK00001,6.00,30,10714,140718,1,,6.00
479,4807770100406,PCK00001,9.00,30,10714,140718,2,,9.00
481,4807770121487,PCK00001,4.00,40,10715,140718,1,,0
481,750515017818,PCK00001,7.00,40,10715,140718,2,,7.00
481,4807770121487,PCK00001,1.00,40,10715,140718,3,,1.00
483,4807770100468,PCK00001,11.00,30,10716,140718,1,,0
483,4807770100406,PCK00001,8.00,30,10716,140718,2,,0
485,4807770100468,PCK00001,10.00,40,10717,140721,1,,10.00
485,4807770100406,PCK00001,1.00,40,10717,140721,2,,0
485,4807770100406,PCK00001,5.00,40,10717,140721,3,,5.00
487,4807770121487,PCK00001,9.00,40,10718,140721,1,,9.00
487,750515017818,PCK00001,5.00,40,10718,140721,2,,5.00
489,4807770121487,PCK00001,1.00,20,10719,140721,1,,0
489,750515017818,PCK00001,8.00,20,10719,140721,2,,8.00
489,4807770121487,PCK00001,6.00,20,10719,140721,3,,6.00
492,4800016628269,PCK00001,4.00,20,10721,140722,1,GROUP-A,4.00
492,4800016083341,PCK00001,15.00,20,10721,140722,2,GROUP-A,15.00
492,4800016084164,PCK00001,20.00,20,10721,140722,3,GROUP-A,20.00
492,4800016082641,PCK00001,7.00,20,10721,140722,4,GROUP-A,7.00
492,4800016082917,PCK00001,8.00,20,10721,140722,5,GROUP-A,8.00
493,4800016628269,PCK00001,5.00,30,10722,140722,1,GROUP-A,5.00
493,4800016628351,PCK00001,4.00,30,10722,140722,2,GROUP-A,4.00
493,4800016082917,PCK00001,6.00,30,10722,140722,3,GROUP-A,6.00
493,4800016627262,PCK00001,10.00,30,10722,140722,4,GROUP-A,10.00
493,4800016627279,PCK00001,6.00,30,10722,140722,5,GROUP-A,6.00
494,4800016077005,PCK00001,6.00,26,10723,140722,1,GROUP-A,6.00
494,4800016628269,PCK00001,10.00,26,10723,140722,2,GROUP-A,10.00
494,4800016628351,PCK00001,7.00,26,10723,140722,3,GROUP-A,7.00
494,4800016082641,PCK00001,6.00,26,10723,140722,4,GROUP-A,6.00
494,4800016082917,PCK00001,8.00,26,10723,140722,5,GROUP-A,8.00
494,4800016627262,PCK00001,9.00,26,10723,140722,6,GROUP-A,9.00
498,4800016077005,PCK00001,9.00,18,10724,140722,1,GROUP-B,9.00
498,4800016628351,PCK00001,6.00,18,10724,140722,2,GROUP-B,6.00
498,4800016627262,PCK00001,9.00,18,10724,140722,3,GROUP-B,9.00
498,4800016627279,PCK00001,7.00,18,10724,140722,4,GROUP-B,7.00
498,4800016627286,PCK00001,8.00,18,10724,140722,5,GROUP-B,8.00
499,4800016628269,PCK00001,7.00,40,10725,140722,1,GROUP-B,7.00
499,4800016628351,PCK00001,9.00,40,10725,140722,2,GROUP-B,9.00
499,4800016083341,PCK00001,7.00,40,10725,140722,3,GROUP-B,7.00
499,4800016084164,PCK00001,9.00,40,10725,140722,4,GROUP-B,9.00
499,4800016082641,PCK00001,8.00,40,10725,140722,5,GROUP-B,8.00
499,4800016082917,PCK00001,9.00,40,10725,140722,6,GROUP-B,9.00
500,4800016628269,PCK00001,5.00,50,10726,140722,1,GROUP-B,5.00
500,4800016628351,PCK00001,9.00,50,10726,140722,2,GROUP-B,9.00
500,4800016627262,PCK00001,1.00,50,10726,140722,3,GROUP-B,0
500,4800016627279,PCK00001,12.00,50,10726,140722,4,GROUP-B,12.00
500,4800016627262,PCK00001,9.00,50,10726,140722,5,GROUP-B,9.00
505,4800016083341,PCK00001,5.00,20,10727,140723,1,,5.00
505,4800016084164,PCK00001,3.00,20,10727,140723,2,,3.00
507,4800016628351,PCK00001,5.00,30,10728,140723,1,,5.00
507,4800016627262,PCK00001,4.00,30,10728,140723,2,,4.00
509,4800016628269,PCK00001,3.00,20,10730,140723,1,,0
509,4800016083341,PCK00001,3.00,20,10730,140723,2,,3.00
509,4800016084164,PCK00001,4.00,20,10730,140723,3,,4.00
509,4800016082641,PCK00001,4.00,20,10730,140723,4,,4.00
509,4800016082917,PCK00001,3.00,20,10730,140723,5,,0
511,4800016077005,PCK00001,1.00,30,10731,140723,1,,0
511,4800016628351,PCK00001,4.00,30,10731,140723,2,,4.00
511,4800016627262,PCK00001,3.00,30,10731,140723,3,,3.00
511,4800016627279,PCK00001,2.00,30,10731,140723,4,,0
511,4800016627286,PCK00001,1.00,30,10731,140723,5,,0
513,4800016628269,PCK00001,5.00,26,10732,140723,1,,5.00
513,4800016628351,PCK00001,1.00,26,10732,140723,2,,0
513,4800016082641,PCK00001,1.00,26,10732,140723,3,,0
513,4800016082917,PCK00001,1.00,26,10732,140723,4,,0
513,4800016627262,PCK00001,2.00,26,10732,140723,5,,0
515,4800016628269,PCK00001,4.00,18,10733,140723,1,,4.00
515,4800016628351,PCK00001,8.00,18,10733,140723,2,,8.00
515,4800016627262,PCK00001,6.00,18,10733,140723,3,,6.00
515,4800016627279,PCK00001,8.00,18,10733,140723,4,,8.00
517,4800016628269,PCK00001,7.00,40,10734,140723,1,,7.00
517,4800016628351,PCK00001,7.00,40,10734,140723,2,,7.00
517,4800016082641,PCK00001,5.00,40,10734,140723,3,,5.00
517,4800016082917,PCK00001,9.00,40,10734,140723,4,,9.00
517,4800016627262,PCK00001,9.00,40,10734,140723,5,,9.00
517,4800016627279,PCK00001,6.00,40,10734,140723,6,,6.00
519,4800016077005,PCK00001,9.00,50,10735,140723,1,,9.00
519,4800016627262,PCK00001,4.00,50,10735,140723,2,,4.00
519,4800016627279,PCK00001,9.00,50,10735,140723,3,,9.00
519,4800016627286,PCK00001,7.00,50,10735,140723,4,,7.00
509,4800016628269,PCK00001,3.00,20,10730,140723,6,,3.00
509,4800016082917,PCK00001,4.00,20,10730,140723,7,,4.00
511,4800016077005,PCK00001,8.00,30,10731,140723,6,,8.00
511,4800016627279,PCK00001,5.00,30,10731,140723,7,,5.00
511,4800016627286,PCK00001,5.00,30,10731,140723,8,,5.00
513,4800016628351,PCK00001,6.00,26,10732,140723,6,,6.00
513,4800016082641,PCK00001,4.00,26,10732,140723,7,,4.00
513,4800016082917,PCK00001,5.00,26,10732,140723,8,,5.00
513,4800016627262,PCK00001,6.00,26,10732,140723,9,,6.00
521,4800016628269,PCK00001,3.00,20,10736,140723,1,,3.00
521,4800016083341,PCK00001,4.00,20,10736,140723,2,,4.00
521,4800016084164,PCK00001,3.00,20,10736,140723,3,,0
521,4800016082641,PCK00001,8.00,20,10736,140723,4,,8.00
521,4800016082917,PCK00001,8.00,20,10736,140723,5,,8.00
523,4800016077005,PCK00001,8.00,30,10737,140723,1,,8.00
523,4800016628351,PCK00001,5.00,30,10737,140723,2,,5.00
523,4800016627262,PCK00001,5.00,30,10737,140723,3,,5.00
523,4800016627279,PCK00001,7.00,30,10737,140723,4,,7.00
523,4800016627286,PCK00001,3.00,30,10737,140723,5,,0
525,4800016628269,PCK00001,2.00,26,10738,140723,1,,0
525,4800016628351,PCK00001,3.00,26,10738,140723,2,,0
525,4800016082641,PCK00001,5.00,26,10738,140723,3,,5.00
525,4800016082917,PCK00001,5.00,26,10738,140723,4,,5.00
525,4800016627262,PCK00001,9.00,26,10738,140723,5,,9.00
527,4800016628269,PCK00001,6.00,18,10739,140723,1,,6.00
527,4800016628351,PCK00001,2.00,18,10739,140723,2,,0
527,4800016627262,PCK00001,8.00,18,10739,140723,3,,8.00
527,4800016627279,PCK00001,8.00,18,10739,140723,4,,8.00
529,4800016628269,PCK00001,1.00,40,10740,140723,1,,0
529,4800016628351,PCK00001,8.00,40,10740,140723,2,,8.00
529,4800016084164,PCK00001,5.00,40,10740,140723,3,,5.00
529,4800016082641,PCK00001,5.00,40,10740,140723,4,,5.00
529,4800016082917,PCK00001,7.00,40,10740,140723,5,,7.00
531,4800016628351,PCK00001,2.00,50,10741,140723,1,,0
531,4800016627262,PCK00001,9.00,50,10741,140723,2,,9.00
531,4800016627279,PCK00001,9.00,50,10741,140723,3,,9.00
