so_no,sku,ordered_qty,allocated_qty
6257,198838400281,6.00,6.00
6257,198838400304,5.00,5.00
6257,198838400328,5.00,5.00
6257,198838400342,5.00,5.00
6257,198838400366,5.00,5.00
6257,198838400380,5.00,5.00
