vendor,receiver_no,sku,quantity_ordered,unit_cost
813,3307,198838400281,12.00,1000.0000
813,3307,198838400304,15.00,1000.0000
813,3307,198838400328,10.00,1000.0000
813,3307,198838400342,10.00,1000.0000
813,3307,198838400366,10.00,1000.0000
813,3307,198838400380,10.00,1000.0000
