so_no,sku,ordered_qty,allocated_qty
10490,900966,3,3
10490,900967,5,5
10490,900968,4,4
10490,900969,3,3
10490,900970,5,5
10490,900972,6,6
10490,902315,4,4
10491,900974,3,3
10491,900975,5,5
10492,900969,3,3
10492,900973,4,4
10492,900975,3,3
10492,900976,4,4
10493,902309,3,3
10493,902310,6,6
10494,902309,5,5
10494,902310,5,5
10494,902311,3,3
10494,902315,4,4
10495,900972,2,2
10495,900975,3,3
10496,900969,4,4
10496,900972,5,5
10496,900975,3,3
10496,902310,4,4
