dept_code,sub_dept,class,sub_class,description
0,16,160,107,SWIM
0,16,162,110,GRAPHEMB
0,17,173,102,"SS FS KN"
0,17,171,108,SWIM
0,19,190,102,HATS
0,18,183,0,"GR KNITS"
0,18,183,102,SLEEVELE
0,18,183,101,"SS TOPS"
0,18,181,103,OUTRWEAR
0,17,173,101,"LS FS KN"
0,16,169,101,ONEPCS
0,18,182,103,SWIMWR
0,16,169,106,DRESSES
0,16,165,0,"BABY ESN"
0,16,165,103,1-PIECES
0,16,161,103,SHORTS
0,16,167,101,BDYSTS
0,16,168,0,SLEEPWR
0,16,168,101,LONGJOHN
0,16,162,100,TOPS
0,17,171,101,"FSH PANT"
0,18,182,107,DRESSES
0,19,193,0,GRLSUNDR
0,19,193,103,SLEEPWER
0,16,167,108,"ACT TOPS"
0,16,165,100,BODYSUIT
0,16,161,101,PANTS
0,16,161,108,DRESSES
0,16,161,100,TOPS
0,16,169,105,"KNT BOTS"
0,16,165,101,SWEATERS
0,16,162,101,PANTS
0,16,162,106,SWEATERS
0,17,172,0,"BY WITM"
0,17,172,102,SS
0,18,182,100,BOTTOMS
0,18,183,100,"LS TOP"
0,16,169,102,TOPS
0,19,190,105,"COLD WTH"
0,16,169,104,"WVN BOT"
0,16,169,111,SWIM
0,16,169,109,"ACT TOPS"
0,16,162,109,SKRTSKOT
0,16,162,107,SWIM
0,16,162,104,DRESSES
0,16,164,100,"TB SOCKS"
0,16,165,102,"KNT BTMS"
0,18,183,104,SWEATERS
0,16,169,103,SWEATERS
0,16,163,108,ACTVETOP
0,16,161,102,SKRTSKOT
0,16,165,111,HATS
0,16,167,107,HATS
0,16,162,103,"ACTV TOP"
0,17,172,104,JACKETS
0,16,163,102,PANTS
0,16,167,111,SOCKS
0,16,167,109,OTWR
0,16,161,109,OUTERWEA
0,19,190,101,BELTS
0,18,182,101,SHORTS
0,16,163,103,SHORTS
0,17,173,103,TANKS
0,17,173,104,SWEATERS
0,17,171,105,"FHN PANT"
0,17,172,101,LS
0,16,165,110,SOCKS
0,19,191,0,"BOYS UND"
0,19,191,103,SLEEPWER
0,18,180,101,"FAS JEAN"
0,18,181,102,"WOV SKRT"
0,18,180,107,"WN SHORT"
0,16,164,120,"TG HAIR"
0,19,192,105,CLDWTHR
0,19,190,107,APPAREL
0,19,192,100,SOCKS
0,16,169,108,HATS
0,16,165,113,SHOES
0,16,167,105,KNITBTMS
0,16,164,106,"TB OTHER"
0,16,164,115,"TG OTHER"
0,18,182,102,TOPS
0,16,169,114,SOCKS
0,19,191,100,UNDERWER
0,19,193,100,UNDERWR
0,16,169,110,OTWR
0,16,160,106,OUTER
0,19,192,103,BAGS
0,19,190,103,BAGS
850,813,0,0,OLDNAVY
850,813,36,0,"BOYS DIVISION"
850,813,36,999,"NO SUB-CLASS"
850,813,32,0,MENS
850,813,32,999,"NO SUB-CLASS"
850,813,34,0,WOMENS
850,813,34,999,"NO SUB-CLASS"
850,813,31,0,"GIRLS DIVISION"
850,813,31,999,"NO SUB-CLASS"
850,813,35,0,ACESS/SHOES/NONAPPRL
850,813,35,999,"NO SUB-CLASS"
850,813,311,0,WOMENS
850,813,311,999,"NO SUB-CLASS"
850,813,323,0,MENS
850,813,323,999,"NO SUB-CLASS"
813,34,345,4,CAPRI
811,17,0,100,"BSC JEAN"
813,36,0,0,"BOYS DIVISION"
813,36,360,0,"BW BOTTS"
813,36,360,6,SHORTS
813,31,0,0,"GIRLS DIVISION"
813,31,311,0,GKS
813,31,311,1,"S/S TOPS"
813,31,313,0,"GW ITEMS"
813,31,313,4,DRESSES
811,13,133,2,"BXR BRFS"
811,16,164,12,"TG HATS"
811,19,192,2,HATS
813,31,312,0,"G ACTIVE"
813,31,312,4,SWIMWEAR
813,31,311,2,"S/L TOPS"
813,37,374,0,"BG KNITS"
813,37,374,2,GRAPHICS
813,35,0,0,ACESS/SHOES/NONAPPRL
813,35,354,0,"W SHOES"
813,35,354,7,"FASH FF"
813,31,315,0,GWB
813,31,315,1,SHORTS
813,31,317,0,"GIRLS ACC"
813,31,317,15,SANDALS
813,37,376,0,NEWBORN
813,37,373,6,"KNIT PANT"
813,36,363,0,L/S
813,37,374,5,OUT/LTOP
813,31,312,6,SHORTS/SK
813,37,374,7,DRSS/JMP
813,31,312,3,LEGGINGS
813,30,0,0,"FUN ZONE"
813,30,302,0,COOLSTUFF
813,30,302,3,"P CARE"
813,34,347,0,INTIMATE
813,34,347,3,SWIM
813,35,354,8,"BAS FF"
813,32,325,1,FSHDENIM
813,34,343,1,"LONG SLV"
813,34,344,1,TOPS
813,34,344,3,"FLC TOP"
813,34,349,0,"COR GRAPH"
813,37,372,0,"BG WVNS"
813,37,372,2,DRSS/JMP
813,36,365,0,"B K/S"
813,36,365,7,SWEATERS
813,34,342,10,"SL BASIC"
813,31,312,2,"PERF TOPS"
813,31,312,8,"FLC BTTMS"
813,34,342,1,"L/S KNIT"
813,35,354,3,BOOTS
813,34,344,8,"FLCE BTTM"
813,37,373,5,OTWR/SWIM
813,36,362,0,ACTIVE
813,36,362,9,"ACT SHTS"
813,37,376,1,BSUIT/TOP
813,37,375,0,BACCESS
813,37,375,1,SHOES
813,35,354,1,CONSTRUC
813,36,367,0,BOYACCFNS
813,36,367,5,"SAND & WA"
813,31,317,20,SHOES
813,34,345,2,SHORTS
813,37,374,11,PANTS
813,37,371,0,TOPS
813,37,371,1,"WVN PANTS"
813,32,326,5,"FLC TOPS"
813,34,342,3,"SS BASIC"
813,36,367,1,UNDER/BXR
813,35,356,0,HOSIERY
813,34,341,4,"S/L TOPS"
813,31,313,6,OUTRWEAR
813,33,0,0,MATERNITY
813,33,331,0,BOTTOMS
813,33,331,7,ACTIVE
813,37,371,8,"DNM PANTS"
813,37,376,11,"NB ACCESS"
813,35,354,4,SANDALS
813,31,313,5,SKIRTS
813,31,312,10,"FLC TOPS"
813,36,361,0,"B DENIM"
813,36,361,1,"FSH JEAN"
813,31,317,6,ACCESS
813,37,372,9,"DNM PANTS"
