sku,upc,short_description,description,vendor,dept_code,sub_dept,class,sub_class,set_code
901099,4801668505038,DATUPUTIPA,"DATUPUTI PATIS 350ML          ",30037,200,240,220,201,0
901100,4801668100264,MANGTOMASR,"MANG TOMAS REG 330G           ",30037,200,240,220,204,0
901101,14285000945,GFPALMOILM,"GF PALM OIL 250ML             ",30037,200,240,222,201,0
901102,4801668602508,HFPALMOILM,"HF PALM OIL 350ML             ",30037,200,240,222,201,0
901103,14285000068,UFCBANANAC,"UFC BANANACATSUP320G          ",30037,200,240,220,202,0
901104,14285000891,UFCSWTCHLI,"UFC SWTCHLISAUCE340G          ",30037,200,240,220,202,0
901105,4800523223810,MOBYCHOCOL,"MOBY CHOCOLATE  90G           ",30038,200,260,236,202,0
901106,4800523223827,MOBYCARAME,"MOBY CARAMEL PUFFS 90G        ",30038,200,260,236,202,0
901107,4800523223179,PEEWEEBARB,"PEEWEE BARBECUE 95G           ",30038,200,260,236,202,0
901108,4800523223162,CHEEZITCHE,"CHEEZ IT CHEESE 95G           ",30038,200,260,236,202,0
901109,4800523223971,CHEEZITCHE,"CHEEZ IT CHEESE AND HAM 95G   ",30038,200,260,236,202,0
901110,4800523223025,OKEJITEMPU,"OKEJI TEMPURA FLAVOR 100G     ",30038,200,260,236,202,0
901111,4801688108318,REGENTTEMP,"REGENT TEMPURA100G            ",30039,200,260,236,202,0
901112,4801688103825,REGENTSNAC,"REGENT SNACKU 60G             ",30039,200,260,236,202,0
901113,4801688104129,REGENTCHEE,"REGENT CHEESE BALL 60G        ",30039,200,260,236,201,0
901114,4801688103726,REGENTGOLD,"REGENT GOLDEN SWEET CORN 60G  ",30039,200,260,236,201,0
901115,4801688111011,REGENTTERI,"REGENT TERIYAKI CHICKEN 100G  ",30039,200,260,236,202,0
901116,4801688103511,REGENTCHEE,"REGENT CHEESE RING 60G        ",30039,200,260,236,201,0
901117,4801688880108,REGENTMOCC,"REGENT MOCCA CAKE 20G         ",30039,200,260,235,202,0
901118,4801688880306,REGENTPAND,"REGENT PANDAN CAKE 20G        ",30039,200,260,235,202,0
901119,4801688880405,REGENTUBEC,"REGENT UBE CAKE 20G           ",30039,200,260,235,202,0
901120,729461888247,REGENTCHOC,"REGENT CHOCOLATE CAKE 20G     ",30039,200,260,235,202,0
901121,4801688113114,REGENTHOKA,"REGENT HOKAIDO 100G           ",30039,200,260,236,202,0
901122,4800523443232,MOBYCHOCOC,"MOBY  CHOCO CHUM BURST 65G    ",30040,200,260,230,201,0
901123,4800523443188,LOADEDCHOC,"LOADED CHOCO FILLED FLAVOR 65G",30040,200,260,230,201,0
901124,4800523440316,TOMISWEETC,"TOMI SWEET CORN 110G          ",30040,200,260,236,201,0
901125,4800523443027,MEXICORNBB,"MEXICORN BBQ FLAVOR 110G      ",30040,200,260,236,201,0
901126,4800523443010,MEXICORNVI,"MEXICORN VIVA CHEESE 110G     ",30040,200,260,236,201,0
901127,9770116419003,PHILIPPINE,"philippine star               ",50010,400,420,413,404,0
901128,9770118982406,GOODHOUSEK,"good housekeeping             ",50011,400,420,413,403,0
901129,9772008012002,GOODHOUSEK,"good housekeepng gddog spcl   ",50011,400,420,413,403,0
901130,9770118585300,COSMOPOLIT,"cosmopolitan                  ",50011,400,420,413,403,0
901131,9776969888003,COSMOPOLIT,"cosmopolitan special          ",50011,400,420,413,403,0
901132,9778806200009,GHCOOKBOOK,"gh cookbook                   ",50011,400,420,413,403,0
901133,9778802111002,GHMAIDMANU,"gh maid manual                ",50011,400,420,413,403,0
901134,4806525610320,JUJUHELLOK,"JUJU HELLO KITTY CHOCOLATE 25G",30021,200,260,230,201,0
901135,9778808569005,COSMODATEB,"cosmo datebook                ",50011,400,420,413,403,0
901136,9772009182001,COSMOREDHO,"cosmo red hot secret          ",50011,400,420,413,403,0
901137,9778883015008,"CANDY     ","candy                         ",50012,400,420,413,403,0
901138,9778876223007,DISNEYJUNI,"disney  junior                ",50012,400,420,413,403,0
901139,9771656145001,DISNEYPRIN,"disney princess               ",50012,400,420,413,403,0
901140,9778174231001,"ELLED?COR ","elle d?cor                    ",50012,400,420,413,403,0
901141,9770115354404,ENTREPRENE,"entrepreneur                  ",50012,400,420,413,403,0
901142,9777777011003,ENTREPRENE,"entrepreneur special          ",50012,400,420,413,403,0
901143,9772243845007,"ESQUIRE   ","esquire                       ",50012,400,420,413,403,0
901144,9770119768009,"FHM       ","fhm                           ",50012,400,420,413,403,0
901145,9778513851006,FHMSPECIAL,"fhm special                   ",50012,400,420,413,403,0
901146,9773398365006,"KZONE     ","kzone                         ",50012,400,420,413,403,0
901147,9778080752003,KZONESPECI,"kzone special                 ",50012,400,420,413,403,0
901148,9778080273003,MENSHEALTH,"mens health                   ",50012,400,420,413,403,0
901149,9770118033009,"PREVIEW   ","preview                       ",50012,400,420,413,403,0
901150,9771655995003,REALLIVING,"real living                   ",50012,400,420,413,403,0
901151,9771655856007,SMARTPAREN,"smart parenting               ",50012,400,420,413,403,0
901152,9771656460005,BBCTOPGEAR,"bbc top gear phils            ",50012,400,420,413,403,0
901153,9773398898009,"TOTALGIRL ","total girl                    ",50012,400,420,413,403,0
901154,9771908767005,TOWNCOUNTR,"town & country                ",50012,400,420,413,403,0
901155,9778888257007,WOMENSHEAL,"womens health                 ",50012,400,420,413,403,0
901156,9770119799003,"YES       ","yes                           ",50012,400,420,413,403,0
901157,9778888060003,YESSPECIAL,"yes special                   ",50012,400,420,413,403,0
901158,9771908586002,"YUMMY     ","yummy                         ",50012,400,420,413,403,0
901159,9772009143002,FAMILYHOME,"101family home ideas          ",50012,400,420,413,403,0
901160,9778803123004,AZKALSMAGA,"azkals magazine               ",50012,400,420,413,403,0
901161,9778803112008,CANDYCUTIE,"candy cuties yrbook           ",50012,400,420,413,403,0
901162,9789719902126,CANDYMEONL,"candy me only better          ",50012,400,420,413,403,0
901163,9778803163000,CANDYOPSBO,"candy ops book                ",50012,400,420,413,403,0
901164,9772010117009,CANDYPOSTE,"candy poster book 2           ",50012,400,420,413,403,0
901165,9772010123000,CANDYSCHOO,"candy school planner          ",50012,400,420,413,403,0
901166,9772009117003,CANDYSPECI,"candy special                 ",50012,400,420,413,403,0
901167,9772009124001,CANDYSTYLE,"candy styleguidebook          ",50012,400,420,413,403,0
901168,9789719902041,CHICODELAM,"chicodelamar mrning rushbook1 ",50012,400,420,413,403,0
901169,9789719902218,CHICODELAM,"chicodelamar mrning rush book2",50012,400,420,413,403,0
901170,9772011121005,CRAZYPLANE,"crazy planet book             ",50012,400,420,413,403,0
901171,9778804465004,DLSLANGUAG,"dls language grade1 vol1      ",50012,400,420,413,403,0
901172,9778885195005,ENTREPRENU,"entreprenuer bkazine          ",50012,400,420,413,403,0
901173,9778885369000,ENTREPRENU,"entreprenuer franchise book   ",50012,400,420,413,403,0
901174,9789719902201,FHMBARROOM,"fhm bar room jokes            ",50012,400,420,413,403,0
901175,9789719902119,FHMGUIDETO,"fhm guide to hooking up       ",50012,400,420,413,403,0
901176,9778887800006,FHMLADIESC,"fhm ladies confession         ",50012,400,420,413,403,0
901177,9778802001006,KPOPSPECIA,"kpop special                  ",50012,400,420,413,403,0
901178,9772009137001,KZONEBORDO,"kzone bordome me buster       ",50012,400,420,413,403,0
901179,9772010124007,KZONEDOYOU,"kzone do you know it all      ",50012,400,420,413,403,0
901180,9778888084009,MARTHASTEW,"martha stewart weddings       ",50012,400,420,413,403,0
901181,9789719902102,PETPARENTI,"pet parenting book for dog    ",50012,400,420,413,403,0
901182,9789719902003,"POPPED    ","popped                        ",50012,400,420,413,403,0
901183,9789719902027,RLBEAUTIFU,"rl 30 beautiful homes vol1    ",50012,400,420,413,403,0
901184,9789719348207,RLBOOKAZIN,"rl bookazine                  ",50012,400,420,413,403,0
901185,9778888908008,RUNNERSWOR,"runners world                 ",50012,400,420,413,403,0
901186,9778885200006,SMARTPAREN,"smart parenting book          ",50012,400,420,413,403,0
901187,9789719902010,SPBUSYBOOK,"sp busy book fo kids          ",50012,400,420,413,403,0
901188,9772009190006,SPYAYAMANU,"sp yaya manual                ",50012,400,420,413,403,0
901189,9778802815009,"SPOTPH    ","spot ph                       ",50012,400,420,413,403,0
901190,9789719348269,TABLEFORTW,"table for two                 ",50012,400,420,413,403,0
901193,9778808456008,TOPGEARROL,"top gear roll out issue       ",50012,400,420,413,403,0
901194,9772009176000,TOTALGIRLS,"total girl school planner     ",50012,400,420,413,403,0
901195,9778808168000,TOTALGIRLS,"total girl slambook           ",50012,400,420,413,403,0
901196,9772011146008,WHYOURBEST,"wh your best ever special     ",50012,400,420,413,403,0
901198,9772009111001,YUMMYPLANN,"yummy planner 2010            ",50012,400,420,413,403,0
901199,9778802597004,YUMMYRECIP,"yummy recipe book             ",50012,400,420,413,403,0
901200,9789719902065,JOBSTREETC,"jobstreet com book            ",50012,400,420,413,403,0
901201,9789719902164,YUMMYBESTD,"yummy 200 best dessert        ",50012,400,420,413,403,0
901202,9789719902188,BESTRESTUA,"115 best restuarants          ",50012,400,420,413,403,0
901203,4800060201500,KLEENEXFTL,"KLEENEX FTLIT TRAVLR          ",30042,400,420,410,403,0
901204,4800060201609,KLEENEXBIG,"KLEENEX BIG TRAVEL            ",30042,400,420,410,403,0
901205,4800060254506,JOYEXTRABT,"JOY EXTRA BT                  ",30042,400,420,410,401,0
901206,4800060254100,KLEENEXBTP,"KLEENEX BT 165 1P             ",30042,400,420,410,401,0
901207,4800060202309,KLEENEXUNS,"KLEENEX UNSCENTED FT          ",30042,400,420,410,403,0
901208,4800060252601,JOYPOPUPAP,"JOY POP UP AP TISSUE          ",30042,400,420,410,401,0
901209,4800060300005,KTEXSFTNSM,"KTEX SFTNSMTH W/OWNGS         ",30042,400,420,410,405,0
901210,4800060303105,KTEXSFTNSM,"KTEX SFTNSMTH SNGLES          ",30042,400,420,410,405,0
901211,6923589459011,KTEXSFTNSM,"KTEX SFTNSMTH UTHIN           ",30042,400,420,410,405,0
901212,6923589450506,KOTEXOVERN,"KOTEX OVERNIGHT               ",30042,400,420,410,405,0
901213,4800060331504,KOTEXFRSHL,"KOTEX FRSH LONGRNWDR          ",30042,400,420,410,405,0
901214,4800060084707,PURITYCOTT,"PURITYCOTTONBALLS30S          ",30042,400,420,410,402,0
901215,4800060075200,PURITYCOTT,"PURITYCOTTON ROLL10G          ",30042,400,420,410,402,0
901216,4800060080600,PURITYCOTT,"PURITYCOTTONBUDS90S           ",30042,400,420,410,402,0
901217,8888336005560,KLNXFACLOI,"KLNX FACLOILBLOTT50S          ",30042,400,420,410,402,0
901218,4800060999841,KLNXMANTIB,"KLNX MANTIBKWIPES             ",30042,400,420,410,403,0
901219,4809010626011,LEMONSQUAR,"LEMON SQUARE CHEESE CUPCAKE30G",50013,200,260,235,202,0
901220,4809010626042,LEMONSQUAR,"LEMON SQUARE BROWNIES 35G     ",50013,200,260,235,202,0
901221,4806018403736,LEMONSQUAR,"LEMON SQUARE WHATTA TOPS COMBO",50013,200,260,235,202,0
901222,4806018401701,LEMONSQUAR,"LEMON SQUARE DREAM DBLE CHOCO ",50013,200,260,235,202,0
901223,4806018403811,LEMONSQUAR,"LEMON SQUARE DREAM CHOCO MILK ",50013,200,260,235,202,0
901224,4806018403477,LMNSQUAREW,"LMN SQUARE WHATTATOPS VANILLA ",50013,200,260,235,202,0
901225,4806018403712,LMNSQUAREW,"LMN SQUARE WHATTATOPS CHOCO35G",50013,200,260,235,202,0
901226,4806018401589,LEMONSQUAR,"LEMON SQUARE INIPIT CUSTARD22G",50013,200,260,235,201,0
901227,4806018401602,LEMONSQUAR,"LEMON SQUARE INIPIT CHOCOLATE ",50013,200,260,235,201,0
901228,4806018403859,LEMONSQUAR,"LEMON SQUARE CHOOPIE CHOVNL38G",50013,200,260,235,202,0
901229,4806018403873,LEMONSQUAR,"LEMON SQUARE CHOOPIE CHMILK38G",50013,200,260,235,202,0
901230,4806018400810,LEMONSQUAR,"LEMON SQUARE GO CHOCOLATE 28G ",50013,200,260,235,202,0
901231,4806018402692,LMNSQUAREI,"LMN SQUARE INIPIT BAR CHOCO18G",50013,200,260,235,201,0
901232,4806018402760,LMNSQUAREM,"LMN SQUARE MUNCHMALLOWCHOCO25G",50013,200,260,235,202,0
901233,4800194153225,OISHIBREAD,"OISHI BREADPAN CHEESE ONION24G",30055,200,260,230,201,0
901234,4800194173223,OISHIBREAD,"OISHI BREADPAN CHEESE ONION42G",30055,200,260,230,201,0
901235,4800194116466,OISHIPILLO,"OISHI PILLOWS CHOCO 38G       ",30055,200,260,230,201,0
901236,4800194173681,OISHIBREAD,"OISHI BREADPAN BTRD TOAST 42G ",30055,200,260,230,201,0
901237,4800194106771,OISHIPOTAT,"OISHI POTATO FRIES CHEESE 50G ",30055,200,260,236,205,0
901238,4800194179904,OISHIMARTY,"OISHI MARTYS SALTNVINEGAR 90G ",30055,200,260,236,202,0
901239,4800194101134,OISHRIBBDC,"OISH RIBBD CRCKLNG SLTNVNGR50G",30055,200,260,236,202,0
901240,4800194106016,OISHIPOTFR,"OISHI POT FRIES PLAIN SLTD50G ",30055,200,260,236,205,0
901241,4800194179881,OISHIMARTY,"OISHI MARTYS PLAIN SALTED 90G ",30055,200,260,236,202,0
901242,4800194115063,OISHIPOTCH,"OISHI POTCHIPS PLAIN SALTED60G",30055,200,260,236,205,0
901243,4800194105972,OISHICARAM,"OISHI CARAMEL CARAMEL PCORN60G",30055,200,260,234,203,0
901244,4891208040136,OISHIPRAWN,"OISHI PRAWN CRACKERS 60G      ",30055,200,260,234,202,0
901245,4891208040150,KIREIYUMMY,"KIREI YUMMY FLAKES 45G        ",30055,200,260,234,202,0
901246,4800194106030,OISHIPOTAT,"OISHI POTATO FRIES KETCHUP 50G",30055,200,260,234,205,0
901247,4800194153232,OISHIBREAD,"OISHI BREADPAN TOASTD GRLIC24G",30055,200,260,230,201,0
901248,4800194151702,OISHIPODSP,"OISHI PODS PEA SNACK 60G      ",30055,200,260,234,202,0
901249,4800194211048,OISHIMARTY,"OISHI MARTYS  BACONETTE 90G   ",30055,200,260,234,202,0
901250,4800194179898,OISHIMARTY,"OISHI MARTYS  SPICY 90G       ",30055,200,260,234,202,0
901251,4800194106788,OISHIPOTAT,"OISHI POTATO CRISPS CHEESE 50G",30055,200,260,234,205,0
901252,4800194115421,OISHIRIDGE,"OISHI RIDGES ONION GARLIC 60G ",30055,200,260,234,205,0
901253,4800194115438,OISHIRIDGE,"OISHI RIDGES CHEESE FLAVOR 60G",30055,200,260,234,205,0
901254,4800194105842,OISHIBAKED,"OISHI BAKED PORKY HOTSPICY34G ",30055,200,260,234,202,0
901255,4800194115452,OISHIRIDGE,"OISHI RIDGES BBQ FLAVOR 60G   ",30055,200,260,234,205,0
901256,4800194177085,OISHIPRAWN,"OISHI PRAWN CRACKERS 100G     ",30055,200,260,234,202,0
901257,4800194114325,CHOCOFLAKE,"CHOCO FLAKES 22G              ",30055,200,250,224,201,0
901258,4800194105859,OISHIBAKED,"OISHI BAKED PORKY CLS VNGAR34G",30055,200,260,234,202,0
901259,4800194106108,OISHIPOTCR,"OISHI POTCRISPS TMATO KCHUP50G",30055,200,260,234,205,0
901260,4800194106870,OISHIPOTCR,"OISHI POTCRISPS BACONCHSE50G  ",30055,200,260,234,205,0
901261,4800194106153,OISHIPOTCR,"OISHI POTCRISPS CRMYGARLIC 50G",30055,200,260,234,205,0
901262,4800194106092,OISHIPOTCR,"OISHI POTCRISPS BEEFCHILI 50G ",30055,200,260,234,205,0
901263,897399001028,OISHIRIBBE,"OISHI RIBBED SALT&VINEGAR 100G",30055,200,260,234,202,0
901264,4800194105910,OHEYAMULTI,"OHEYA MULTI GRAIN CHEESE 65G  ",30055,200,260,234,201,0
901265,4800194105965,OISHIPRAWN,"OISHI PRAWN CRCKRS SPICY 100G ",30055,200,260,234,202,0
901266,4800194177092,KIREIYUMMY,"KIREI YUMMY FLAKES 60G        ",30055,200,260,234,202,0
901267,4800194184106,SMARTCPOME,"SMART C POMELO 350ML          ",30055,200,210,206,201,0
901268,4800194184083,SMARTCLEMO,"SMART C LEMON 350ML           ",30055,200,210,206,201,0
901269,8886015428235,TIMTAMWAFE,"TIM TAM WAFER LONG CHOCO 18G  ",30033,200,260,230,205,0
901270,8886015427238,TIMTAMWAFE,"TIM TAM WAFER LONG VANILLA 18G",30033,200,260,235,205,0
901271,8886015428600,TIMTAMBISC,"TIM TAM BISCUIT CHOCOLATE 60G ",30033,200,260,230,205,0
901272,8806011010067,BACCHUSREG,"BACCHUS REG 250ML             ",30033,200,210,204,205,0
901273,8806011413158,BACCHUSSGR,"BACCHUS SGRFREE250ML          ",30033,200,210,204,205,0
901275,4809014362809,LTTLEPRNCS,"LTTLEPRNCSS COMPSTBLE SPOON40G",30041,400,420,411,406,0
901276,4809014362816,LTTLEPRNCS,"LTTLEPRNCSS COMPSTBLE FORK40G ",30041,400,420,411,406,0
901277,4809014363448,LITTLEPRNC,"LITTLE PRNCSS PPLATE SILVER50G",30041,400,420,411,405,0
901278,4809014362632,LITTLEPRIN,"LITTLE PRINCESS PAPER CUP 8OZ ",30041,400,420,411,406,0
901279,4971910122853,KAMOIFLYPA,"KAMOI FLYPAPER 400G           ",30041,400,420,409,411,0
901280,4800068111108,MBOYSTERSA,"MB OYSTERSAUCE 150ML          ",30041,200,240,220,203,0
901281,4800068201106,WORCESTERS,"WORCESTERSHIRE 150ML          ",30041,200,240,220,203,0
901282,4800068301103,MBBBQMARIN,"MB BBQ MARINADE150ML          ",30041,200,240,220,203,0
901283,4800068101109,MBESTHOTSA,"MBEST HOT SAUCE 50ML          ",30041,200,240,220,203,0
901284,4809014362441,LITTLEPRIN,"LITTLE PRINCESS TRASHBAG BLACK",30041,400,420,414,402,0
901286,4809010190161,LITTLEPRIN,"LITTLE PRINCESS COFFEE STIR65G",30041,400,420,411,406,0
901288,8851019010144,GLICOPOCKY,"GLICO POCKY STRAWBERRY 45G    ",30043,200,260,230,204,0
901289,8851019010137,GLICOPOCKY,"GLICO POCKY CHOCOLATE 47G     ",30043,200,260,230,204,0
901290,8851019010151,GLICOPOCKY,"GLICO POCKY MILK 25G          ",30043,200,260,230,204,0
901291,8851019030272,GLICOPRETZ,"GLICO PRETZ CORN 36G          ",30043,200,260,230,204,0
901292,8851019030425,GLICOPRETZ,"GLICO PRETZ PIZZA 36G         ",30043,200,260,230,204,0
901293,8851019030432,GLICOPRETZ,"GLICO PRETZ HAM AND CHEESE 36G",30043,200,260,230,204,0
901294,4800552888059,CHIPSDELIG,"CHIPSDELIGHT CHOCOCHIPCOOK 80G",30044,200,260,230,201,0
901295,4800552888011,CHIPSDELIG,"CHIPSDELIGHT CHOCOCHIPCOOK 40G",30044,200,260,230,201,0
901296,4800552888080,CHIPSDLIGH,"CHIPSDLIGHT CHOCOCHIPCOOK 130G",30044,200,260,230,201,0
901297,4800552888035,CHIPSDELIG,"CHIPSDELIGHT CHOCOCHIPCOOK 35G",30044,200,260,230,201,0
901298,4800552888615,CHIPSDELIG,"CHIPS DELIGHT RAINBOW 20G     ",30044,200,260,230,201,0
901299,4800552888103,CHIPSDELIG,"CHIPSDELIGHT CHOCOCHIPCOOK 70G",30044,200,260,230,201,0
901300,4800166142325,STIKOJRCHO,"STIK O JR CHOCOLATE 380G      ",30046,200,260,230,205,0
901301,4800166142318,STIKOHANDY,"STIK O HANDY PACK CHOCO 30G   ",30046,200,260,230,205,0
901302,4800166142776,STIKOMINIG,"STIK O MINI 60G               ",30046,200,260,230,205,0
901303,4800098123485,ISLANDCHOC,"ISLAND CHOCO WAFER 26G        ",30045,200,260,230,205,0
901304,4800377100718,ESPERMAWHI,"ESPERMA 22 WHITE              ",30047,400,420,409,402,0
901305,4800067642573,APOLLOPETJ,"APOLLO PETJELLY  25G          ",30048,400,410,403,405,0
901306,4800067601723,GLEAMMURIA,"GLEAM MURIATIC ACID 250ML     ",30048,400,420,409,410,0
901307,4800067601822,GLEAMLIQUI,"GLEAM LIQUID SOSA 250ML       ",30048,400,420,409,410,0
901308,4800067600542,ALBATROSSW,"ALBATROSS WITH HOLDER LEMON50G",30048,400,420,409,401,0
901309,4800092113253,REBISCOCHO,"REBISCO CHOCO SANDWICH 34G    ",30049,200,260,230,201,0
901310,4800092113260,REBISCOSTR,"REBISCO STRAWBERRY 34G        ",30049,200,260,230,201,0
901311,4800092113338,REBISCOCRA,"REBISCO CRACKERS 35G          ",30049,200,260,230,202,0
901312,4800092113345,REBISCOWHO,"REBISCO WHOLEWHEATCRACKER 32G ",30049,200,260,230,202,0
901313,4800092113291,REBISCOHAN,"REBISCO HANSEL MOCHA 32G      ",30049,200,260,230,201,0
901314,4800092113871,REBISCOHAN,"REBISCO HANSEL PREM CHEESE126G",30049,200,260,230,201,0
901315,4800092660801,CHCOMUCHOP,"CHCOMUCHO PEANUT 33G          ",30050,200,230,215,206,0
901316,4800092661150,CHOCOMUCHO,"CHOCOMUCHO CNCRM 33G          ",30050,200,230,215,206,0
901317,4800092660634,CHOCOMUCHO,"CHOCOMUCHO CRML 33G           ",30050,200,230,215,206,0
901318,4800092660962,CHOCOMUCHO,"CHOCO MUCHO DARK 33G          ",30050,200,230,215,206,0
901319,4800092660788,CHOCOMUCHO,"CHOCO MUCHO WHITE 33G         ",30050,200,230,215,206,0
901320,4800092552175,CUPPKEYKCH,"CUPPKEYK CHOCO TOPPS 37G      ",30051,200,260,235,202,0
901321,4800092550904,FUDGEEBARR,"FUDGEE BARR CHOCO 44G         ",30051,200,260,235,201,0
901322,4800092330131,"DINGDONGG ","DINGDONG 100G                 ",30053,200,260,234,202,0
901323,4800092331732,DINGDONGSN,"DINGDONG SNACK MIX 100G       ",30053,200,260,234,202,0
901324,4800092331909,DINGDONGHO,"DINGDONG HOT AND SPICY 100G   ",30053,200,260,234,202,0
901325,4800092330292,HAPPYPEANU,"HAPPY PEANUTS GARLIC 100G     ",30053,200,260,234,202,0
901326,2300549013263,GENKIFOLDU,"GENKI 3FOLD UMBRELLA          ",30054,400,410,406,404,0
901327,2300549013270,GENKIFOLDP,"GENKI 3FOLD PREMIUM UMBRELLA  ",30054,400,410,406,404,0
901328,4800399032660,GIGGLESBBW,"GIGGLES BB WIPES 10S          ",30072,400,420,410,403,0
901329,4800399032639,GIGGLESBBW,"GIGGLES BB WIPES 32S          ",30072,400,420,410,403,0
901330,4800399032653,GIGGLESBBW,"GIGGLES BB WIPES 96S          ",30072,400,420,410,403,0
901331,4800399039065,HKWETWIPES,"HK WET WIPES 15S              ",30072,400,420,410,403,0
901332,4800399039058,HKWETWIPES,"HK WET WIPES 3S               ",30072,400,420,410,403,0
901333,8851198048525,STREPSILSC,"STREPSILS COOL 8S             ",50016,400,410,405,403,0
901334,8851198028527,STREPSILSH,"STREPSILS HNY LMN 8S          ",50016,400,410,405,403,0
901335,8851198038526,STREPSILSO,"STREPSILS ORGVIT C8S          ",50016,400,410,405,403,0
901336,8850360390028,STREPSILSD,"STREPSILS DRY CGH 6S          ",50016,400,410,405,403,0
901337,8850360410016,STREPSILSC,"STREPSILS CHSTYCGH6S          ",50016,400,410,405,403,0
901338,5038483158272,DUREXCONDO,"DUREX CONDOMS EXTRA SAFE 3S   ",50016,400,410,405,402,0
901339,5038483158333,DUREXCONDO,"DUREX CONDOMS FETHERLITE 3S   ",50016,400,410,405,402,0
901340,5038483193228,DUREXCONDO,"DUREX CONDOMS PERFORMA 3S     ",50016,400,410,405,402,0
901341,5038483234198,DUREXCONDO,"DUREX CONDOMS PLEASUREMAX 3S  ",50016,400,410,405,402,0
901342,5038483492901,DUREXCONDO,"DUREX CONDOMS FETHERLITE      ",50016,400,410,405,402,0
901343,8850163900011,DUREXPLAYL,"DUREX PLAY LUBRICANT 50ML     ",50016,400,410,405,402,0
901344,5038483432846,DUREXPLAYV,"DUREX PLAY VIBRATING RING     ",50016,400,410,405,402,0
901345,8901396368007,VEETCREAMS,"VEET CREAM SENSITIVE 25G      ",50016,400,410,403,409,0
901346,9556111408064,LYSOLLDSCR,"LYSOL LDS CRISP LINEN 170GMS  ",50016,400,420,409,401,0
901347,4800230890275,LYSOLTBCLE,"LYSOL TBC LEMON SCENT 200ML   ",50016,400,420,409,401,0
901348,4801002506851,LYSOLAPCLA,"LYSOL APC LAVENDER 180ML      ",50016,400,420,409,401,0
901349,4801002453629,LYSOLLDCPI,"LYSOL LDC PINE SCENT 150ML    ",50016,400,420,409,401,0
901350,9556111408149,LYSOLNEUTR,"LYSOL NEUTRA PURE AIR 300ML   ",50016,400,420,409,401,0
901351,4801002068748,MORTEINMIK,"MORTEIN MIK 250ML             ",50016,400,420,409,411,0
901352,4800136111016,LACTACYDPI,"LACTACYD PINK FH 60ML         ",50016,400,410,403,404,0
901353,4800136080183,LACTACYDFH,"LACTACYD FH 5ML               ",50016,400,410,403,404,0
901354,4800136500049,LACTACYDCO,"LACTACYD CONFIDENCE BLOOM 5ML ",50016,400,410,403,404,0
901355,4800136100065,LACTACYDFE,"LACTACYD FEMININE WIPES10S    ",50016,400,410,403,404,0
901356,8938503445214,LACTACYDWH,"LACTACYD WHITE INTIMATE 60ML  ",50016,400,410,403,404,0
901357,8938503445221,LACTACYDWH,"LACTACYD WHITE INTIMATE 5ML   ",50016,400,410,403,404,0
901358,4800204002048,BETADINEWO,"BETADINE WOUND 15ML           ",50016,400,410,405,401,0
901359,4800153300684,ADVILLIQUI,"ADVIL LIQUID GEL 10S          ",50016,400,410,405,403,0
901360,36600814013,CHAPSTICKS,"CHAPSTICK STRAWBERRY 6S       ",50016,400,410,403,401,0
901361,4800153301124,STRESSTABS,"STRESSTABS 8S                 ",50016,400,410,405,403,0
901371,4800281322015,BEROCCATAB,"BEROCCA TABLET 10S            ",50016,400,410,405,403,0
901372,48035644,CANESTENCR,"CANESTEN CREAM 5GM            ",50016,400,410,405,403,0
901373,4801962203067,ROGINEPLSP,"ROGIN E10PLS2PCH20S           ",50016,400,410,405,403,0
901374,8995201800455,TEMPRADROP,"TEMPRA DROPS 15ML             ",50016,400,410,405,403,0
901375,8995201800479,TEMPRASYRO,"TEMPRA SYR ORNG 60ML          ",50016,400,410,405,403,0
901376,8995201800462,TEMPRASYRS,"TEMPRA SYR SBERY60ML          ",50016,400,410,405,403,0
901377,8995201800530,TEMPRAFRTO,"TEMPRA FRT ORNG 60ML          ",50016,400,410,405,403,0
901380,4800153811142,CLUSIVOLCA,"CLUSIVOL CAPS 15S             ",50016,400,410,405,403,0
901381,4800153811210,CLUSIVOLDR,"CLUSIVOL DROPS 15ML           ",50016,400,410,405,403,0
901382,4800153811333,CLUSIVOLSY,"CLUSIVOL SYRUP 60ML           ",50016,400,410,405,403,0
901383,4800153951633,DIMETAPPSY,"DIMETAPP SYRUP 60ML           ",50016,400,410,405,403,0
901384,4800153953439,ROBITUSSIN,"ROBITUSSIN DM 60ML            ",50016,400,410,405,403,0
901385,4800153953231,ROBITUSSIN,"ROBITUSSIN REG 60ML           ",50016,400,410,405,403,0
901386,4800153300691,ROBIKIDSSU,"ROBIKIDS SUSP60ML             ",50016,400,410,405,403,0
901388,4809010408082,ALFONSOCCH,"ALFONSO CCHAM 55G             ",50017,200,250,224,201,0
901389,4809010408006,ALFONSOSCC,"ALFONSOS C. CUP 30G           ",50017,200,250,225,201,0
901391,4800163000031,LIGOSARGRE,"LIGO SAR GREEN 155G           ",30074,200,240,219,202,0
901392,4800163000048,LIGOSARDRE,"LIGO SARD RED 155G            ",30074,200,240,219,203,0
901393,748485100081,CENTURYFLA,"CENTURYFLAKESOIL180G          ",30056,200,240,219,203,0
901394,748485100401,CENTURYFLA,"CENTURYFLAKESOIL55G           ",30056,200,240,219,203,0
901395,748485100098,CENTURYTUN,"CENTURYTUNAFLKHS180G          ",30056,200,240,219,203,0
